Date,City,Country,% Change In Waze Driven Miles/KMs
"Jun 25, 2020",Melbourne,Australia,-0.33
"Jun 25, 2020",Cincinnati,United States,-0.33
"Jun 25, 2020",Jersey City,United States,-0.33
"Jun 25, 2020",Birmingham,United Kingdom,-0.33
"Jun 25, 2020",Philadelphia,United States,-0.31
"Jun 25, 2020",Montevideo,Uruguay,-0.3
"Jun 25, 2020",Rome,Italy,-0.29
"Jun 25, 2020",Warsaw,Poland,-0.29
"Jun 25, 2020",Detroit,United States,-0.28
"Jun 25, 2020",Manila,Philippines,-0.27
"Jun 25, 2020",Charlotte,United States,-0.27
"Jun 25, 2020",Bekasi,Indonesia,-0.25
"Jun 25, 2020",South Tangerang,Indonesia,-0.25
"Jun 25, 2020",Kuala Lumpur,Malaysia,-0.24
"Jun 25, 2020",New York,United States,-0.24
"Jun 25, 2020",Johor Bahru,Malaysia,-0.23
"Jun 25, 2020",Singapore,Singapore,-0.22
"Jun 25, 2020",Fort Worth,United States,-0.22
"Jun 25, 2020",Sydney,Australia,-0.21
"Jun 25, 2020",Rotterdam,Netherlands,-0.21
"Jun 25, 2020",Montreal,Canada,-0.19
"Jun 25, 2020",Hamilton,Canada,-0.19
"Jun 25, 2020",Petaling Jaya,Malaysia,-0.18
"Jun 25, 2020",Miami Beach,United States,-0.18
"Jun 25, 2020",London,United Kingdom,-0.16
"Jun 25, 2020",Ghent,Belgium,-0.16
"Jun 25, 2020",Jerusalem,Israel,-0.14
"Jun 25, 2020",Lyon,France,-0.13
"Jun 25, 2020",Perth,Australia,-0.12
"Jun 25, 2020",Bordeaux,France,-0.1
"Jun 25, 2020",Bratislava,Slovakia,-0.09
"Jun 25, 2020",Lille,France,-0.09
"Jun 25, 2020",Stockholm,Sweden,-0.08
"Jun 25, 2020",Shah Alam,Malaysia,-0.08
"Jun 25, 2020",Quebec City,Canada,-0.08
"Jun 25, 2020",Bucharest,Romania,-0.06
"Jun 25, 2020",Ramat Gan,Israel,-0.06
"Jun 25, 2020",Toulouse,France,-0.06
"Jun 25, 2020",Budapest,Hungary,-0.05
"Jun 25, 2020",Tel Aviv-Yafo,Israel,-0.05
"Jun 25, 2020",Puchong,Malaysia,-0.05
"Jun 25, 2020",Brisbane,Australia,-0.05
"Jun 25, 2020",Haifa,Israel,-0.04
"Jun 25, 2020",Petah Tikva,Israel,-0.03
"Jun 25, 2020",Rishon Letsiyon,Israel,-0.02
"Jun 25, 2020",Be'er Sheva,Israel,0.01
"Jun 25, 2020",Vilnius,Lithuania,0.02
"Jun 25, 2020",Paris,France,0.03
"Jun 25, 2020",Ipoh,Malaysia,0.06
"Jun 25, 2020",Prague,Czechia,0.09
"Jun 25, 2020",Kaunas,Lithuania,0.09
"Jun 25, 2020",Riga,Latvia,0.11
"Jun 25, 2020",Brno,Czechia,0.16
"Jun 25, 2020",Marseille,France,0.17
"Jun 25, 2020",Gold Coast,Australia,0.24
"Jun 25, 2020",Lviv,Ukraine,0.44
"Jun 25, 2020",Kyiv,Ukraine,0.69
"Jun 24, 2020",Brasilia,Brazil,-0.72
"Jun 24, 2020",Quito,Ecuador,-0.64
"Jun 24, 2020",Cali,Colombia,-0.62
"Jun 24, 2020",Recife,Brazil,-0.62
"Jun 24, 2020",Cape Town,South Africa,-0.59
"Jun 24, 2020",Monterrey,Mexico,-0.59
"Jun 24, 2020",Makati,Philippines,-0.59
"Jun 24, 2020",Santiago De Queretaro,Mexico,-0.58
"Jun 24, 2020",Salvador,Brazil,-0.58
"Jun 24, 2020",Mexico City,Mexico,-0.58
"Jun 24, 2020",Medellin,Colombia,-0.57
"Jun 24, 2020",Quebec City,Canada,-0.57
"Jun 24, 2020",Liverpool,United Kingdom,-0.56
"Jun 24, 2020",Lima,Peru,-0.56
"Jun 24, 2020",Manila,Philippines,-0.55
"Jun 24, 2020",San Antonio,United States,-0.55
"Jun 24, 2020",Miami,United States,-0.55
"Jun 24, 2020",Jakarta,Indonesia,-0.53
"Jun 24, 2020",Puebla City,Mexico,-0.53
"Jun 24, 2020",Pittsburgh,United States,-0.53
"Jun 24, 2020",Fort Lauderdale,United States,-0.52
"Jun 24, 2020",Quezon City,Philippines,-0.52
"Jun 24, 2020",Bogota,Colombia,-0.52
"Jun 24, 2020",Lisbon,Portugal,-0.51
"Jun 24, 2020",Denver,United States,-0.5
"Jun 24, 2020",San Francisco,United States,-0.5
"Jun 24, 2020",Buenos Aires,Argentina,-0.5
"Jun 24, 2020",Phoenix,United States,-0.5
"Jun 24, 2020",Irvine,United States,-0.5
"Jun 24, 2020",San Jose,United States,-0.5
"Jun 24, 2020",Houston,United States,-0.49
"Jun 24, 2020",Austin,United States,-0.49
"Jun 24, 2020",Las Condes,Chile,-0.49
"Jun 24, 2020",Los Angeles,United States,-0.49
"Jun 24, 2020",San Diego,United States,-0.48
"Jun 24, 2020",Montreal,Canada,-0.48
"Jun 24, 2020",Mississauga,Canada,-0.48
"Jun 24, 2020",Orlando,United States,-0.48
"Jun 24, 2020",Zapopan,Mexico,-0.47
"Jun 24, 2020",Vitoria,Brazil,-0.47
"Jun 24, 2020",Manchester,United Kingdom,-0.47
"Jun 24, 2020",Boston,United States,-0.47
"Jun 24, 2020",Florianopolis,Brazil,-0.47
"Jun 24, 2020",Rio De Janeiro,Brazil,-0.46
"Jun 24, 2020",Tampa,United States,-0.46
"Jun 24, 2020",Dallas,United States,-0.46
"Jun 24, 2020",South Tangerang,Indonesia,-0.46
"Jun 24, 2020",Seattle,United States,-0.45
"Jun 24, 2020",Atlanta,United States,-0.45
"Jun 24, 2020",Santiago,Chile,-0.45
"Jun 24, 2020",New Orleans,United States,-0.42
"Jun 24, 2020",Birmingham,United Kingdom,-0.42
"Jun 24, 2020",San Jose,Costa Rica,-0.42
"Jun 24, 2020",Madrid,Spain,-0.42
"Jun 24, 2020",Tangerang,Indonesia,-0.42
"Jun 24, 2020",Belo Horizonte,Brazil,-0.41
"Jun 24, 2020",Sao Paulo,Brazil,-0.4
"Jun 24, 2020",Toronto,Canada,-0.4
"Jun 24, 2020",Sacramento,United States,-0.4
"Jun 24, 2020",Charlotte,United States,-0.39
"Jun 24, 2020",Washington,United States,-0.39
"Jun 24, 2020",Fortaleza,Brazil,-0.38
"Jun 24, 2020",Doha,Qatar,-0.38
"Jun 24, 2020",Bristol,United Kingdom,-0.38
"Jun 24, 2020",Melbourne,Australia,-0.38
"Jun 24, 2020",Curitiba,Brazil,-0.38
"Jun 24, 2020",Cincinnati,United States,-0.37
"Jun 24, 2020",Luton,United Kingdom,-0.37
"Jun 24, 2020",Krakow,Poland,-0.37
"Jun 24, 2020",Chicago,United States,-0.37
"Jun 24, 2020",Porto Alegre,Brazil,-0.36
"Jun 24, 2020",Nashville,United States,-0.36
"Jun 24, 2020",Milan,Italy,-0.36
"Jun 24, 2020",Portland,United States,-0.36
"Jun 24, 2020",Hartford,United States,-0.35
"Jun 24, 2020",Vaughan,Canada,-0.35
"Jun 24, 2020",Oakland,United States,-0.35
"Jun 24, 2020",Ottawa,Canada,-0.35
"Jun 24, 2020",Detroit,United States,-0.34
"Jun 24, 2020",Baltimore,United States,-0.34
"Jun 24, 2020",Miami Beach,United States,-0.34
"Jun 24, 2020",Guadalajara,Mexico,-0.33
"Jun 24, 2020",Vilnius,Lithuania,-0.33
"Jun 24, 2020",Jersey City,United States,-0.31
"Jun 24, 2020",Amsterdam,Netherlands,-0.31
"Jun 24, 2020",Guarulhos,Brazil,-0.31
"Jun 24, 2020",Raleigh,United States,-0.3
"Jun 24, 2020",Philadelphia,United States,-0.29
"Jun 24, 2020",Rome,Italy,-0.29
"Jun 24, 2020",Fort Worth,United States,-0.27
"Jun 24, 2020",Montevideo,Uruguay,-0.27
"Jun 24, 2020",Kaunas,Lithuania,-0.25
"Jun 24, 2020",New York,United States,-0.23
"Jun 24, 2020",Lille,France,-0.23
"Jun 24, 2020",Brussels,Belgium,-0.23
"Jun 24, 2020",Gold Coast,Australia,-0.23
"Jun 24, 2020",Lviv,Ukraine,-0.23
"Jun 24, 2020",Singapore,Singapore,-0.22
"Jun 24, 2020",Rotterdam,Netherlands,-0.22
"Jun 24, 2020",Kuala Lumpur,Malaysia,-0.22
"Jun 24, 2020",Ghent,Belgium,-0.22
"Jun 24, 2020",Antwerp,Belgium,-0.21
"Jun 24, 2020",London,United Kingdom,-0.2
"Jun 24, 2020",Warsaw,Poland,-0.19
"Jun 24, 2020",Petaling Jaya,Malaysia,-0.18
"Jun 24, 2020",Sydney,Australia,-0.18
"Jun 24, 2020",Cambridge,United States,-0.18
"Jun 24, 2020",Johor Bahru,Malaysia,-0.17
"Jun 24, 2020",Berlin,Germany,-0.15
"Jun 24, 2020",Brisbane,Australia,-0.11
"Jun 24, 2020",Lyon,France,-0.1
"Jun 24, 2020",Toulouse,France,-0.1
"Jun 24, 2020",Jerusalem,Israel,-0.1
"Jun 24, 2020",Perth,Australia,-0.1
"Jun 24, 2020",Hamilton,Canada,-0.09
"Jun 24, 2020",Barcelona,Spain,-0.08
"Jun 24, 2020",Bordeaux,France,-0.08
"Jun 24, 2020",Shah Alam,Malaysia,-0.07
"Jun 24, 2020",Bratislava,Slovakia,-0.07
"Jun 24, 2020",Puchong,Malaysia,-0.06
"Jun 24, 2020",Bucharest,Romania,-0.05
"Jun 24, 2020",Haifa,Israel,-0.04
"Jun 24, 2020",Rishon Letsiyon,Israel,-0.04
"Jun 24, 2020",Minneapolis,United States,-0.04
"Jun 24, 2020",Budapest,Hungary,-0.02
"Jun 24, 2020",Petah Tikva,Israel,-0.02
"Jun 24, 2020",Tel Aviv-Yafo,Israel,-0.01
"Jun 24, 2020",Be'er Sheva,Israel,0.01
"Jun 24, 2020",Calgary,Canada,0.01
"Jun 24, 2020",Stockholm,Sweden,0.01
"Jun 24, 2020",Paris,France,0.02
"Jun 24, 2020",Ipoh,Malaysia,0.02
"Jun 24, 2020",Marseille,France,0.04
"Jun 24, 2020",Ramat Gan,Israel,0.07
"Jun 24, 2020",Prague,Czechia,0.11
"Jun 24, 2020",Maipu,Chile,0.14
"Jun 24, 2020",Brno,Czechia,0.23
"Jun 24, 2020",Riga,Latvia,0.27
"Jun 24, 2020",Kyiv,Ukraine,0.66
"Jun 23, 2020",Cali,Colombia,-0.67
"Jun 23, 2020",Brasilia,Brazil,-0.66
"Jun 23, 2020",Las Condes,Chile,-0.63
"Jun 23, 2020",Quebec City,Canada,-0.62
"Jun 23, 2020",Cape Town,South Africa,-0.62
"Jun 23, 2020",Mexico City,Mexico,-0.59
"Jun 23, 2020",Tangerang,Indonesia,-0.59
"Jun 23, 2020",Monterrey,Mexico,-0.58
"Jun 23, 2020",South Tangerang,Indonesia,-0.57
"Jun 23, 2020",San Diego,United States,-0.57
"Jun 23, 2020",New Orleans,United States,-0.56
"Jun 23, 2020",Austin,United States,-0.55
"Jun 23, 2020",Lima,Peru,-0.55
"Jun 23, 2020",Santiago,Chile,-0.54
"Jun 23, 2020",Florianopolis,Brazil,-0.54
"Jun 23, 2020",Makati,Philippines,-0.54
"Jun 23, 2020",Miami,United States,-0.53
"Jun 23, 2020",Mississauga,Canada,-0.53
"Jun 23, 2020",Bogota,Colombia,-0.53
"Jun 23, 2020",Minneapolis,United States,-0.52
"Jun 23, 2020",Cambridge,United States,-0.52
"Jun 23, 2020",Medellin,Colombia,-0.52
"Jun 23, 2020",Quito,Ecuador,-0.52
"Jun 23, 2020",Cincinnati,United States,-0.52
"Jun 23, 2020",Tampa,United States,-0.51
"Jun 23, 2020",San Jose,United States,-0.51
"Jun 23, 2020",Luton,United Kingdom,-0.51
"Jun 23, 2020",Buenos Aires,Argentina,-0.51
"Jun 23, 2020",Puebla City,Mexico,-0.49
"Jun 23, 2020",Lisbon,Portugal,-0.49
"Jun 23, 2020",Zapopan,Mexico,-0.49
"Jun 23, 2020",Los Angeles,United States,-0.49
"Jun 23, 2020",Houston,United States,-0.47
"Jun 23, 2020",Manila,Philippines,-0.47
"Jun 23, 2020",Jakarta,Indonesia,-0.47
"Jun 23, 2020",Vitoria,Brazil,-0.47
"Jun 23, 2020",Fort Lauderdale,United States,-0.47
"Jun 23, 2020",Riga,Latvia,-0.47
"Jun 23, 2020",Boston,United States,-0.47
"Jun 23, 2020",San Antonio,United States,-0.46
"Jun 23, 2020",Orlando,United States,-0.46
"Jun 23, 2020",Madrid,Spain,-0.46
"Jun 23, 2020",Irvine,United States,-0.46
"Jun 23, 2020",Recife,Brazil,-0.46
"Jun 23, 2020",Seattle,United States,-0.46
"Jun 23, 2020",Santiago De Queretaro,Mexico,-0.45
"Jun 23, 2020",Salvador,Brazil,-0.45
"Jun 23, 2020",Toronto,Canada,-0.45
"Jun 23, 2020",Phoenix,United States,-0.45
"Jun 23, 2020",Washington,United States,-0.45
"Jun 23, 2020",Dallas,United States,-0.45
"Jun 23, 2020",San Jose,Costa Rica,-0.44
"Jun 23, 2020",Guadalajara,Mexico,-0.44
"Jun 23, 2020",Quezon City,Philippines,-0.43
"Jun 23, 2020",Atlanta,United States,-0.42
"Jun 23, 2020",Detroit,United States,-0.41
"Jun 23, 2020",Denver,United States,-0.41
"Jun 23, 2020",Sacramento,United States,-0.41
"Jun 23, 2020",Manchester,United Kingdom,-0.41
"Jun 23, 2020",Birmingham,United Kingdom,-0.4
"Jun 23, 2020",Jersey City,United States,-0.4
"Jun 23, 2020",Rio De Janeiro,Brazil,-0.4
"Jun 23, 2020",Portland,United States,-0.37
"Jun 23, 2020",San Francisco,United States,-0.37
"Jun 23, 2020",Hartford,United States,-0.37
"Jun 23, 2020",Charlotte,United States,-0.36
"Jun 23, 2020",Belo Horizonte,Brazil,-0.36
"Jun 23, 2020",Pittsburgh,United States,-0.36
"Jun 23, 2020",Melbourne,Australia,-0.35
"Jun 23, 2020",Nashville,United States,-0.35
"Jun 23, 2020",Chicago,United States,-0.35
"Jun 23, 2020",Hamilton,Canada,-0.34
"Jun 23, 2020",Barcelona,Spain,-0.34
"Jun 23, 2020",Baltimore,United States,-0.34
"Jun 23, 2020",Ottawa,Canada,-0.34
"Jun 23, 2020",Sao Paulo,Brazil,-0.34
"Jun 23, 2020",Guarulhos,Brazil,-0.33
"Jun 23, 2020",Doha,Qatar,-0.33
"Jun 23, 2020",Warsaw,Poland,-0.33
"Jun 23, 2020",Raleigh,United States,-0.32
"Jun 23, 2020",Bekasi,Indonesia,-0.32
"Jun 23, 2020",Fort Worth,United States,-0.31
"Jun 23, 2020",Amsterdam,Netherlands,-0.31
"Jun 23, 2020",Miami Beach,United States,-0.3
"Jun 23, 2020",Philadelphia,United States,-0.29
"Jun 23, 2020",Liverpool,United Kingdom,-0.28
"Jun 23, 2020",Porto Alegre,Brazil,-0.28
"Jun 23, 2020",Milan,Italy,-0.28
"Jun 23, 2020",Brussels,Belgium,-0.28
"Jun 23, 2020",Rome,Italy,-0.27
"Jun 23, 2020",Rotterdam,Netherlands,-0.26
"Jun 23, 2020",Maipu,Chile,-0.26
"Jun 23, 2020",Fortaleza,Brazil,-0.26
"Jun 23, 2020",Oakland,United States,-0.26
"Jun 23, 2020",Sydney,Australia,-0.25
"Jun 23, 2020",New York,United States,-0.25
"Jun 23, 2020",Krakow,Poland,-0.24
"Jun 23, 2020",Curitiba,Brazil,-0.24
"Jun 23, 2020",Antwerp,Belgium,-0.24
"Jun 23, 2020",Vaughan,Canada,-0.22
"Jun 23, 2020",London,United Kingdom,-0.22
"Jun 23, 2020",Montreal,Canada,-0.22
"Jun 23, 2020",Singapore,Singapore,-0.21
"Jun 23, 2020",Calgary,Canada,-0.2
"Jun 23, 2020",Kuala Lumpur,Malaysia,-0.2
"Jun 23, 2020",Montevideo,Uruguay,-0.19
"Jun 23, 2020",Johor Bahru,Malaysia,-0.19
"Jun 23, 2020",Petaling Jaya,Malaysia,-0.17
"Jun 23, 2020",Ghent,Belgium,-0.16
"Jun 23, 2020",Lille,France,-0.14
"Jun 23, 2020",Toulouse,France,-0.14
"Jun 23, 2020",Brisbane,Australia,-0.13
"Jun 23, 2020",Perth,Australia,-0.12
"Jun 23, 2020",Bratislava,Slovakia,-0.11
"Jun 23, 2020",Shah Alam,Malaysia,-0.09
"Jun 23, 2020",Stockholm,Sweden,-0.08
"Jun 23, 2020",Jerusalem,Israel,-0.08
"Jun 23, 2020",Ramat Gan,Israel,-0.08
"Jun 23, 2020",Bordeaux,France,-0.08
"Jun 23, 2020",Bucharest,Romania,-0.07
"Jun 23, 2020",Be'er Sheva,Israel,-0.06
"Jun 23, 2020",Berlin,Germany,-0.06
"Jun 23, 2020",Petah Tikva,Israel,-0.05
"Jun 23, 2020",Tel Aviv-Yafo,Israel,-0.05
"Jun 23, 2020",Gold Coast,Australia,-0.05
"Jun 23, 2020",Budapest,Hungary,-0.03
"Jun 23, 2020",Lyon,France,-0.03
"Jun 23, 2020",Puchong,Malaysia,-0.03
"Jun 23, 2020",Haifa,Israel,-0.02
"Jun 23, 2020",Paris,France,-0.01
"Jun 23, 2020",Ipoh,Malaysia,0.01
"Jun 23, 2020",Rishon Letsiyon,Israel,0.03
"Jun 23, 2020",Marseille,France,0.04
"Jun 23, 2020",Brno,Czechia,0.06
"Jun 23, 2020",Kaunas,Lithuania,0.1
"Jun 23, 2020",Bristol,United Kingdom,0.11
"Jun 23, 2020",Prague,Czechia,0.16
"Jun 23, 2020",Vilnius,Lithuania,0.18
"Jun 23, 2020",Lviv,Ukraine,0.2
"Jun 23, 2020",Kyiv,Ukraine,0.64
"Jun 22, 2020",Vitoria,Brazil,-0.94
"Jun 22, 2020",Cali,Colombia,-0.89
"Jun 22, 2020",Manchester,United Kingdom,-0.85
"Jun 22, 2020",Miami Beach,United States,-0.73
"Jun 22, 2020",Las Condes,Chile,-0.73
"Jun 22, 2020",Bogota,Colombia,-0.71
"Jun 22, 2020",Medellin,Colombia,-0.65
"Jun 22, 2020",Makati,Philippines,-0.64
"Jun 22, 2020",Lima,Peru,-0.63
"Jun 22, 2020",Santiago,Chile,-0.62
"Jun 22, 2020",Miami,United States,-0.59
"Jun 22, 2020",Denver,United States,-0.59
"Jun 22, 2020",Cape Town,South Africa,-0.59
"Jun 22, 2020",Brasilia,Brazil,-0.58
"Jun 22, 2020",Florianopolis,Brazil,-0.58
"Jun 22, 2020",Krakow,Poland,-0.56
"Jun 22, 2020",San Jose,Costa Rica,-0.54
"Jun 22, 2020",Mexico City,Mexico,-0.54
"Jun 22, 2020",Hartford,United States,-0.54
"Jun 22, 2020",Zapopan,Mexico,-0.53
"Jun 22, 2020",Jakarta,Indonesia,-0.52
"Jun 22, 2020",Buenos Aires,Argentina,-0.52
"Jun 22, 2020",Santiago De Queretaro,Mexico,-0.51
"Jun 22, 2020",Brussels,Belgium,-0.51
"Jun 22, 2020",Bristol,United Kingdom,-0.51
"Jun 22, 2020",Puebla City,Mexico,-0.49
"Jun 22, 2020",Tampa,United States,-0.49
"Jun 22, 2020",Luton,United Kingdom,-0.48
"Jun 22, 2020",Barcelona,Spain,-0.46
"Jun 22, 2020",Madrid,Spain,-0.46
"Jun 22, 2020",Quezon City,Philippines,-0.46
"Jun 22, 2020",Austin,United States,-0.45
"Jun 22, 2020",Maipu,Chile,-0.44
"Jun 22, 2020",Houston,United States,-0.44
"Jun 22, 2020",Liverpool,United Kingdom,-0.44
"Jun 22, 2020",Salvador,Brazil,-0.43
"Jun 22, 2020",Lisbon,Portugal,-0.42
"Jun 22, 2020",Los Angeles,United States,-0.42
"Jun 22, 2020",Recife,Brazil,-0.41
"Jun 22, 2020",Monterrey,Mexico,-0.41
"Jun 22, 2020",Cambridge,United States,-0.4
"Jun 22, 2020",Guadalajara,Mexico,-0.4
"Jun 22, 2020",Birmingham,United Kingdom,-0.4
"Jun 22, 2020",Boston,United States,-0.39
"Jun 22, 2020",Quito,Ecuador,-0.39
"Jun 22, 2020",Irvine,United States,-0.38
"Jun 22, 2020",San Diego,United States,-0.38
"Jun 22, 2020",Orlando,United States,-0.38
"Jun 22, 2020",New Orleans,United States,-0.38
"Jun 22, 2020",Amsterdam,Netherlands,-0.38
"Jun 22, 2020",Mississauga,Canada,-0.37
"Jun 22, 2020",Nashville,United States,-0.37
"Jun 22, 2020",Perth,Australia,-0.37
"Jun 22, 2020",Atlanta,United States,-0.37
"Jun 22, 2020",San Jose,United States,-0.37
"Jun 22, 2020",San Antonio,United States,-0.37
"Jun 22, 2020",Phoenix,United States,-0.37
"Jun 22, 2020",Detroit,United States,-0.36
"Jun 22, 2020",Oakland,United States,-0.36
"Jun 22, 2020",Rio De Janeiro,Brazil,-0.36
"Jun 22, 2020",Calgary,Canada,-0.36
"Jun 22, 2020",Ottawa,Canada,-0.35
"Jun 22, 2020",Melbourne,Australia,-0.35
"Jun 22, 2020",Belo Horizonte,Brazil,-0.34
"Jun 22, 2020",San Francisco,United States,-0.34
"Jun 22, 2020",Doha,Qatar,-0.34
"Jun 22, 2020",Dallas,United States,-0.34
"Jun 22, 2020",Washington,United States,-0.34
"Jun 22, 2020",Portland,United States,-0.32
"Jun 22, 2020",Antwerp,Belgium,-0.32
"Jun 22, 2020",Manila,Philippines,-0.32
"Jun 22, 2020",Rome,Italy,-0.31
"Jun 22, 2020",Seattle,United States,-0.3
"Jun 22, 2020",Baltimore,United States,-0.3
"Jun 22, 2020",Rotterdam,Netherlands,-0.29
"Jun 22, 2020",London,United Kingdom,-0.28
"Jun 22, 2020",Chicago,United States,-0.27
"Jun 22, 2020",Quebec City,Canada,-0.27
"Jun 22, 2020",Sao Paulo,Brazil,-0.27
"Jun 22, 2020",Guarulhos,Brazil,-0.26
"Jun 22, 2020",Porto Alegre,Brazil,-0.25
"Jun 22, 2020",Cincinnati,United States,-0.25
"Jun 22, 2020",Charlotte,United States,-0.25
"Jun 22, 2020",Singapore,Singapore,-0.24
"Jun 22, 2020",Raleigh,United States,-0.24
"Jun 22, 2020",Philadelphia,United States,-0.24
"Jun 22, 2020",Toronto,Canada,-0.22
"Jun 22, 2020",Kuala Lumpur,Malaysia,-0.22
"Jun 22, 2020",Fort Worth,United States,-0.22
"Jun 22, 2020",Riga,Latvia,-0.22
"Jun 22, 2020",Ghent,Belgium,-0.21
"Jun 22, 2020",Pittsburgh,United States,-0.2
"Jun 22, 2020",Curitiba,Brazil,-0.19
"Jun 22, 2020",Fortaleza,Brazil,-0.19
"Jun 22, 2020",Gold Coast,Australia,-0.19
"Jun 22, 2020",New York,United States,-0.17
"Jun 22, 2020",Toulouse,France,-0.17
"Jun 22, 2020",South Tangerang,Indonesia,-0.17
"Jun 22, 2020",Jersey City,United States,-0.17
"Jun 22, 2020",Vaughan,Canada,-0.16
"Jun 22, 2020",Milan,Italy,-0.15
"Jun 22, 2020",Montevideo,Uruguay,-0.14
"Jun 22, 2020",Petaling Jaya,Malaysia,-0.14
"Jun 22, 2020",Warsaw,Poland,-0.14
"Jun 22, 2020",Jerusalem,Israel,-0.13
"Jun 22, 2020",Bekasi,Indonesia,-0.13
"Jun 22, 2020",Johor Bahru,Malaysia,-0.11
"Jun 22, 2020",Stockholm,Sweden,-0.11
"Jun 22, 2020",Minneapolis,United States,-0.11
"Jun 22, 2020",Sacramento,United States,-0.1
"Jun 22, 2020",Montreal,Canada,-0.1
"Jun 22, 2020",Vilnius,Lithuania,-0.1
"Jun 22, 2020",Sydney,Australia,-0.09
"Jun 22, 2020",Tangerang,Indonesia,-0.09
"Jun 22, 2020",Fort Lauderdale,United States,-0.09
"Jun 22, 2020",Shah Alam,Malaysia,-0.08
"Jun 22, 2020",Petah Tikva,Israel,-0.06
"Jun 22, 2020",Brno,Czechia,-0.05
"Jun 22, 2020",Bucharest,Romania,-0.05
"Jun 22, 2020",Brisbane,Australia,-0.05
"Jun 22, 2020",Haifa,Israel,-0.04
"Jun 22, 2020",Bordeaux,France,-0.04
"Jun 22, 2020",Puchong,Malaysia,-0.04
"Jun 22, 2020",Budapest,Hungary,-0.03
"Jun 22, 2020",Bratislava,Slovakia,-0.02
"Jun 22, 2020",Ramat Gan,Israel,-0.02
"Jun 22, 2020",Tel Aviv-Yafo,Israel,-0.02
"Jun 22, 2020",Lyon,France,-0.01
"Jun 22, 2020",Lille,France,0.0
"Jun 22, 2020",Paris,France,0.01
"Jun 22, 2020",Hamilton,Canada,0.06
"Jun 22, 2020",Rishon Letsiyon,Israel,0.06
"Jun 22, 2020",Ipoh,Malaysia,0.07
"Jun 22, 2020",Be'er Sheva,Israel,0.07
"Jun 22, 2020",Prague,Czechia,0.13
"Jun 22, 2020",Kaunas,Lithuania,0.18
"Jun 22, 2020",Marseille,France,0.2
"Jun 22, 2020",Lviv,Ukraine,0.31
"Jun 22, 2020",Berlin,Germany,0.47
"Jun 22, 2020",Kyiv,Ukraine,0.64
"Jun 21, 2020",South Tangerang,Indonesia,-0.88
"Jun 21, 2020",Lima,Peru,-0.85
"Jun 21, 2020",Manchester,United Kingdom,-0.83
"Jun 21, 2020",San Jose,Costa Rica,-0.83
"Jun 21, 2020",Cape Town,South Africa,-0.83
"Jun 21, 2020",Florianopolis,Brazil,-0.77
"Jun 21, 2020",Vitoria,Brazil,-0.76
"Jun 21, 2020",Hartford,United States,-0.76
"Jun 21, 2020",Santiago,Chile,-0.7
"Jun 21, 2020",Las Condes,Chile,-0.7
"Jun 21, 2020",Brasilia,Brazil,-0.69
"Jun 21, 2020",Buenos Aires,Argentina,-0.68
"Jun 21, 2020",Quito,Ecuador,-0.67
"Jun 21, 2020",Salvador,Brazil,-0.65
"Jun 21, 2020",Makati,Philippines,-0.65
"Jun 21, 2020",Mexico City,Mexico,-0.61
"Jun 21, 2020",Jakarta,Indonesia,-0.6
"Jun 21, 2020",Luton,United Kingdom,-0.59
"Jun 21, 2020",Recife,Brazil,-0.59
"Jun 21, 2020",Minneapolis,United States,-0.57
"Jun 21, 2020",Cali,Colombia,-0.56
"Jun 21, 2020",Tangerang,Indonesia,-0.56
"Jun 21, 2020",Bogota,Colombia,-0.56
"Jun 21, 2020",Miami,United States,-0.55
"Jun 21, 2020",Fort Lauderdale,United States,-0.55
"Jun 21, 2020",Madrid,Spain,-0.54
"Jun 21, 2020",Detroit,United States,-0.54
"Jun 21, 2020",Barcelona,Spain,-0.53
"Jun 21, 2020",Maipu,Chile,-0.53
"Jun 21, 2020",Guadalajara,Mexico,-0.53
"Jun 21, 2020",Belo Horizonte,Brazil,-0.52
"Jun 21, 2020",New Orleans,United States,-0.51
"Jun 21, 2020",Puebla City,Mexico,-0.5
"Jun 21, 2020",Oakland,United States,-0.49
"Jun 21, 2020",Rio De Janeiro,Brazil,-0.49
"Jun 21, 2020",Curitiba,Brazil,-0.48
"Jun 21, 2020",Santiago De Queretaro,Mexico,-0.48
"Jun 21, 2020",Portland,United States,-0.48
"Jun 21, 2020",Denver,United States,-0.48
"Jun 21, 2020",Manila,Philippines,-0.47
"Jun 21, 2020",Miami Beach,United States,-0.46
"Jun 21, 2020",Monterrey,Mexico,-0.45
"Jun 21, 2020",Los Angeles,United States,-0.45
"Jun 21, 2020",San Francisco,United States,-0.44
"Jun 21, 2020",San Diego,United States,-0.44
"Jun 21, 2020",Boston,United States,-0.44
"Jun 21, 2020",Quezon City,Philippines,-0.42
"Jun 21, 2020",Washington,United States,-0.42
"Jun 21, 2020",Tampa,United States,-0.41
"Jun 21, 2020",Zapopan,Mexico,-0.41
"Jun 21, 2020",Lisbon,Portugal,-0.41
"Jun 21, 2020",Sao Paulo,Brazil,-0.41
"Jun 21, 2020",Orlando,United States,-0.41
"Jun 21, 2020",Phoenix,United States,-0.4
"Jun 21, 2020",Seattle,United States,-0.4
"Jun 21, 2020",Austin,United States,-0.4
"Jun 21, 2020",Medellin,Colombia,-0.39
"Jun 21, 2020",Birmingham,United Kingdom,-0.38
"Jun 21, 2020",London,United Kingdom,-0.38
