Date,Country,% Change In Waze Driven Miles/KMs
"Apr 1, 2020",Spain,-0.9
"Apr 1, 2020",Italy,-0.88
"Apr 1, 2020",France,-0.82
"Apr 1, 2020",Malaysia,-0.79
"Apr 1, 2020",United States,-0.61
"Mar 31, 2020",Spain,-0.89
"Mar 31, 2020",Italy,-0.87
"Mar 31, 2020",France,-0.81
"Mar 31, 2020",Malaysia,-0.78
"Mar 31, 2020",United States,-0.62
"Mar 30, 2020",Spain,-0.9
"Mar 30, 2020",Italy,-0.88
"Mar 30, 2020",France,-0.83
"Mar 30, 2020",Malaysia,-0.79
"Mar 30, 2020",United States,-0.63
"Mar 29, 2020",Italy,-0.96
"Mar 29, 2020",Spain,-0.95
"Mar 29, 2020",France,-0.94
"Mar 29, 2020",Malaysia,-0.86
"Mar 29, 2020",United States,-0.67
"Mar 28, 2020",Spain,-0.94
"Mar 28, 2020",Italy,-0.94
"Mar 28, 2020",France,-0.93
"Mar 28, 2020",Malaysia,-0.86
"Mar 28, 2020",United States,-0.66
"Mar 27, 2020",Italy,-0.91
"Mar 27, 2020",Spain,-0.9
"Mar 27, 2020",France,-0.87
"Mar 27, 2020",Malaysia,-0.82
"Mar 27, 2020",United States,-0.61
"Mar 26, 2020",Italy,-0.89
"Mar 26, 2020",Spain,-0.87
"Mar 26, 2020",France,-0.83
"Mar 26, 2020",Malaysia,-0.79
"Mar 26, 2020",United States,-0.59
"Mar 25, 2020",Italy,-0.87
"Mar 25, 2020",Spain,-0.86
"Mar 25, 2020",France,-0.83
"Mar 25, 2020",Malaysia,-0.79
"Mar 25, 2020",United States,-0.61
"Mar 24, 2020",Italy,-0.86
"Mar 24, 2020",Spain,-0.86
"Mar 24, 2020",France,-0.82
"Mar 24, 2020",Malaysia,-0.81
"Mar 24, 2020",United States,-0.57
"Mar 23, 2020",Italy,-0.87
"Mar 23, 2020",Spain,-0.85
"Mar 23, 2020",France,-0.82
"Mar 23, 2020",Malaysia,-0.81
"Mar 23, 2020",United States,-0.57
"Mar 22, 2020",Italy,-0.95
"Mar 22, 2020",Spain,-0.95
"Mar 22, 2020",France,-0.93
"Mar 22, 2020",Malaysia,-0.87
"Mar 22, 2020",United States,-0.56
"Mar 21, 2020",Italy,-0.92
"Mar 21, 2020",Spain,-0.92
"Mar 21, 2020",France,-0.91
"Mar 21, 2020",Malaysia,-0.79
"Mar 21, 2020",United States,-0.52
"Mar 20, 2020",Spain,-0.88
"Mar 20, 2020",Italy,-0.88
"Mar 20, 2020",France,-0.84
"Mar 20, 2020",Malaysia,-0.74
"Mar 20, 2020",United States,-0.46
"Mar 19, 2020",Italy,-0.86
"Mar 19, 2020",Spain,-0.84
"Mar 19, 2020",France,-0.79
"Mar 19, 2020",Malaysia,-0.67
"Mar 19, 2020",United States,-0.41
"Mar 18, 2020",Italy,-0.85
"Mar 18, 2020",Spain,-0.8
"Mar 18, 2020",France,-0.74
"Mar 18, 2020",Malaysia,-0.47
"Mar 18, 2020",United States,-0.35
"Mar 17, 2020",Italy,-0.82
"Mar 17, 2020",Spain,-0.76
"Mar 17, 2020",United States,-0.31
"Mar 17, 2020",France,-0.25
"Mar 17, 2020",Malaysia,0.23
"Mar 16, 2020",Italy,-0.83
"Mar 16, 2020",Spain,-0.74
"Mar 16, 2020",United States,-0.26
"Mar 16, 2020",France,-0.14
"Mar 16, 2020",Malaysia,0.04
"Mar 15, 2020",Italy,-0.93
"Mar 15, 2020",Spain,-0.78
"Mar 15, 2020",France,-0.32
"Mar 15, 2020",United States,-0.23
"Mar 15, 2020",Malaysia,0.1
"Mar 14, 2020",Italy,-0.9
"Mar 14, 2020",Spain,-0.57
"Mar 14, 2020",France,-0.36
"Mar 14, 2020",United States,-0.21
"Mar 14, 2020",Malaysia,0.03
"Mar 13, 2020",Italy,-0.81
"Mar 13, 2020",Spain,-0.39
"Mar 13, 2020",France,-0.17
"Mar 13, 2020",United States,-0.1
"Mar 13, 2020",Malaysia,0.02
"Mar 12, 2020",Italy,-0.76
"Mar 12, 2020",Spain,-0.2
"Mar 12, 2020",France,-0.07
"Mar 12, 2020",United States,-0.04
"Mar 12, 2020",Malaysia,-0.02
"Mar 11, 2020",Italy,-0.69
"Mar 11, 2020",Spain,-0.1
"Mar 11, 2020",France,-0.05
"Mar 11, 2020",United States,-0.01
"Mar 11, 2020",Malaysia,-0.01
"Mar 10, 2020",Italy,-0.54
"Mar 10, 2020",Spain,-0.07
"Mar 10, 2020",France,-0.04
"Mar 10, 2020",United States,-0.03
"Mar 10, 2020",Malaysia,0.0
"Mar 9, 2020",Italy,-0.45
"Mar 9, 2020",Spain,-0.08
"Mar 9, 2020",United States,-0.06
"Mar 9, 2020",France,-0.06
"Mar 9, 2020",Malaysia,0.02
"Mar 8, 2020",Italy,-0.4
"Mar 8, 2020",France,-0.13
"Mar 8, 2020",Spain,-0.07
"Mar 8, 2020",United States,0.0
"Mar 8, 2020",Malaysia,0.04
"Mar 7, 2020",Italy,-0.34
"Mar 7, 2020",France,-0.22
"Mar 7, 2020",Spain,-0.08
"Mar 7, 2020",Malaysia,-0.01
"Mar 7, 2020",United States,0.02
"Mar 6, 2020",Italy,-0.3
"Mar 6, 2020",France,-0.11
"Mar 6, 2020",Spain,-0.08
"Mar 6, 2020",Malaysia,-0.01
"Mar 6, 2020",United States,0.02
"Mar 5, 2020",Italy,-0.25
"Mar 5, 2020",France,-0.04
"Mar 5, 2020",Spain,-0.03
"Mar 5, 2020",Malaysia,0.0
"Mar 5, 2020",United States,0.02
"Mar 4, 2020",Italy,-0.2
"Mar 4, 2020",France,-0.03
"Mar 4, 2020",Spain,-0.02
"Mar 4, 2020",United States,0.0
"Mar 4, 2020",Malaysia,0.0
"Mar 3, 2020",Italy,-0.15
"Mar 3, 2020",Spain,-0.02
"Mar 3, 2020",France,-0.02
"Mar 3, 2020",United States,-0.02
"Mar 3, 2020",Malaysia,0.02
"Mar 2, 2020",Italy,-0.17
"Mar 2, 2020",France,-0.04
"Mar 2, 2020",United States,-0.02
"Mar 2, 2020",Malaysia,0.03
"Mar 2, 2020",Spain,0.13
"Mar 1, 2020",Italy,-0.28
"Mar 1, 2020",France,-0.08
"Mar 1, 2020",United States,0.03
"Mar 1, 2020",Spain,0.03
"Mar 1, 2020",Malaysia,0.09
